id,app_id,content,author_id,is_positive
175019616,570,.,76561198372334378,Negative
116322019,320,everyone on this game is like 50+ years old and its awesome,76561198271685473,Positive
138656159,280,PENE IS,76561199229290172,Negative
118827953,570,THE WORST GAME I HAVE PLAYED TEAM PACKS PLAYERS WHO PLAY 10 TIMES WORSE THAN THE OPPONENT. IT IS NOT POSSIBLE TO WIN WHEN THE DECENCY IS 10 K,76561198301451409,Negative
140143312,300,"I only have 15 hours, but its fun.",76561198003577123,Positive
16468224,1510,"The idea behind this game is interesting enough and is potentially fun, however the execution leaves a lot to be desired. The GUI, which is fundamental to the game, is slow and finicky which makes the job of hacking, which involves far too much use of said GUI, more tedious than enjoyable.",76561197971939973,Negative
179238585,400,Amazing Game! Shooting Portals And Flying i mean This game is impresive ive beaten the game but i wish for portal 2!,76561199187457772,Positive
136668001,30,"Great old game, some people still play it. 
And if they even weren't playing, bots still work",76561198427365449,Positive
175324383,730,please don't play this,76561198248497602,Negative
71108832,240,"Another game down the drain...

All servers filled with bots/hackers...

Steam is turning into garbage.",76561198098296543,Negative
177595481,620,Γʹ,76561198157605716,Positive
108644110,320,"its ok,",76561198389142728,Positive
156468959,240,1,76561198092052892,Positive
165035881,730,it's really bad check out valorant,76561198045174495,Negative
127845993,570,Dont ruin your life.,76561198328445711,Negative
160088271,240,.,76561198045523976,Positive
7368173,630,This game looks good buy it its free,76561198076019049,Positive
60319011,280,this game is good!!! good story.,76561198845450732,Positive
169064014,620,Cool game! My favorite,76561199046095493,Positive
172251441,1510,The most boring game I have ever played bar none,76561198083602536,Negative
171359815,550,Stupid fucking gypsy game. ONLY nolife ultra virgins play this dogshit ass garbage. Full of bugs and mentally damaged fat virgins.,76561198316541597,Negative
17299961,30,"There's like only 20 servers up.
Of those 20, only 2 are full of actual people, and owned by the same clan.
I get a freakin' .spr error when trying to join said server(s), and Google has nothing on it.

This truly is.. a Day of Defeat.",76561198011213761,Negative
18223638,340,"For a tech-demo, it's a pretty good game.",76561197983830693,Positive
55851071,240,"I had to pay $20 for some random resources for Garry's mod. Valve should really just have an expansion pack for Gmod with said resources, but they don't develop anymore so i won't expect anything from them anytime in the next Human Era. objectively source isnt bad. its great for the time it was made, its just so much worse than global offensive. im no Competitive nor an experienced player in any CS game, but i have experienced both and Global offensive is a more modern game and is certainly more fun, along with the fancier graphics and models. overall you probably got source back when it was the newest CS game, or for Gmod. either way its not very useful as a game to play all the time though some do still enjoy it.",76561198174468986,Negative
170656015,240,w,76561199149811766,Positive
329336,20,"Team Fortress Classic, also known as ""TFC"" is a remake of Team Fortress, a Quake mod which started off the Team Fortress series.

Team Fortress Classic, compared to it's successor: Team Fortress 2, has no customization or storyline whatsoever, instead being based purely around gameplay. Specifically, team-based gameplay such as Capture the Flag, VIP and Territorial control.

Classes in TFC have different abilities, and their own class-specific grenades which can be used in a variety of situations, creating a rock-paper-scissors form of gameplay.

One main point which makes Team Fortress Classic unique, and in some ways ""better"" than it's successor is that it has a massive amount of custom maps, plug-ins and content which usually goes on to be implemented in Team Fortress 2.",76561197968752765,Positive
13205729,340,Dont know how but ive spent 8 hours here and its clearly 10/10,76561198011099608,Positive
170855745,570,The queue system is rigged,76561198341119831,Negative
132685686,280,I'ma just say this is a DLC for Garry's Mod.,76561199211311731,Negative
171683179,620,Want to argue with friends or find out who’s dumber than a log? Welcome to the club.,76561199116542499,Positive
179720809,730,"As FPS games go, this game is still a classic. Improved over the earlier  version, CS. Still has some issues with cheaters but the new VAC anti cheat  system to be reducing them to the point where cheats appear occasionally and not in every game prior to the latest VAC revision.

Gameplay is great with a good variety of maps to make things interesting. I have even taken a liking to arms race., Previously thought it was just a crazy fast paced blast away mode but have come to like it as well. Very good as a warm up before jumping into casual play. Only thing missing for me is Dangerzone. Absolutely loved that mode and am missing it big time.",76561197967743769,Positive
50835940,550,"Horrible game... I don't like it. 
However I liked the first one Left 4 dead.",76561198389961755,Negative
168991910,50,There isn't a mixed option on Steam. I honestly don't recommend but also recommend the game at the same time. It's harder than the original Half-Life with its new enemies and new weapons. It's new weapons are fun to play with but some enemies just get too annoying to fight and unlike the original Half-Life MOST of the fight places are just open-area's with little to no cover. And some weapons don't get used that much at all.,76561198866707219,Negative
145281933,10,"You can't hate this game, its just amazing :D",76561199083004076,Positive
138310316,240,It a chill game to play that is great easy to get into and lots of servers to choose from.  Lots of older players are in this game so maybe this would be for gamer's that played in the early 2000's.  It's simple to play and fun to blast!,76561197992165311,Positive
168070782,730,hacker full game,76561199218637756,Negative
175993393,100,one key mechanic is broken,76561198069990629,Positive
171032852,10,best all time,76561198977956047,Positive
164211080,730,too many cheaters,76561198983207830,Negative
167664816,240,"This game is the best Counter-Strike period.

If you have $10 and are bored, buy CS:S (if you haven't)",76561199151258805,Positive
17600976,130,"It's quite short expansion, but it's very good. This time you return to the Black Mesa Research Facility as a security guard Barney Calhoun. After playing Half Life: Opposing Force I was glad to have my flashlight and crowbar on full power back. You don't get any special weapons to fight with and you won't fight any new enemies. Your mission is simply to find and save several scientists who will rely on you that you are able to do all the dirty work which leads to getting out of the facility unharmed. You won't get stuck in the map in this second expansion. Yay! Success!  Recommended! Time to move on to Half Life 2!",76561198129505945,Positive
167457802,440,kinda mid,76561198170900894,Negative
179039833,550,pretty good game I like the zombies and the ellis and coach and nick and bill. BYE BYE,76561198982186597,Positive
174987296,620,PORTAL IS A SLAY,76561199214880501,Positive
166791475,440,Official servers are unplayable thanks to cheating bots. You'll have to join community servers to play the game.,76561198151932192,Negative
166675128,440,L Valve,76561198394616035,Negative
181985677,730,h,76561199288207676,Positive
122925009,570,I don't like men anymore.,76561198823284972,Negative
30230078,1256,100/100,76561198053492926,Positive
30029266,340,A tech-demo that manages to be fun and cohesive. Wow!,76561198066959913,Positive
46413737,280,"Best game in my life, really for me on 199* was great time.
It was cool and fun, thanks for all time :3",76561198034991075,Positive
174519659,380,[h1][/h1],76561198045817329,Positive
173832995,730,"1. shit game
2. shit game
3. shit game",76561198110005680,Negative
46906436,280,I Love Half Life,76561198046407096,Positive
87072770,300,Good clean fun. Old platform and game. Still a fan,76561197981482424,Positive
171562414,620,"Yeah, yeah
Ayo, Black—it's time, word (Word, it's time, man)
It's time, man (Aight, man, begin)
Yeah—straight out the fuckin' dungeons of rap
Where fake niggas don't make it back
I don't know how to start this shit, yo—now

Rappers; I monkey flip 'em with the funky rhythm
I be kickin', musician inflictin' composition
Of pain, I'm like Scarface sniffin' cocaine
Holdin' an M16, see, with the pen I'm extreme
Now, bullet holes left in my peepholes
I'm suited up with street clothes, hand me a 9 and I'll defeat foes
Y'all know my steelo, with or without the airplay
I keep some E&J, sittin' bent up in the stairway
Or either on the corner bettin' Grants with the Cee-Lo champs
Laughin' at base-heads, tryna sell some broken amps
G-packs get off quick, forever niggas talk shit
Reminiscin' about the last time the task force flipped
Niggas be runnin' through the block shootin'
Time to start the revolution, catch a body, head for Houston
Once they caught us off-guard, the MAC-10 was in the grass, and
I ran like a cheetah, with thoughts of an assassin
Picked the MAC up, told brothers ""Back up!"" — the MAC spit
Lead was hittin' niggas, one ran, I made him back-flip
Heard a few chicks scream, my arm shook, couldn't look
Gave another squeeze, heard it click, ""Yo, my shit is stuck!""
Tried to cock it, it wouldn't shoot, now I'm in danger
Finally pulled it back and saw three bullets caught up in the chamber
So, now I'm jettin' to the buildin' lobby
And it was full of children, prob'ly couldn't see as high as I be
(So, what you sayin'?) It's like the game ain't the same
Got younger niggas pullin' the triggers, bringin' fame to their name
And claim some corners, crews without guns are goners
In broad daylight, stick-up kids, they run up on us
.45's and gauges, MACs in fact
Same niggas will catch you back-to-back, snatchin' your cracks
In black, there was a snitch on the block gettin' niggas knocked
So hold your stash 'til the coke price drop
I know this crackhead who said she gotta smoke nice rock
And if it's good, she'll bring you customers and measuring pots
But yo, you gotta slide on a vacation
Inside information keeps large niggas erasin' and their wives basin'
It drops deep as it does in my breath
I never sleep, 'cause sleep is the cousin of death
Beyond the walls of intelligence, life is defined
I think of crime when I'm in a New York State of Mind

New York state of mind
New York state of mind
New York state of mind
New York state of mind

Be havin' dreams that I'm a gangsta, drinkin' Moëts, holdin' TECs
Makin' sure the cash came correct, then I stepped
Investments in stocks, sewin' up the blocks to sell rocks
Winnin' gunfights with mega-cops
But just a nigga walkin' with his finger on the trigger
Make enough figures until my pockets get bigger
I ain't the type of brother made for you to start testin'
Give me a Smith & Wesson, I'll have niggas undressin'
Thinkin' of cash flow, Buddha and shelter
Whenever frustrated, I'ma hijack Delta
In the PJ's, my blend tape plays, bullets are strays
Young bitches is grazed, each block is like a maze
Full of black rats trapped, plus the Island is packed
From what I hear in all the stories when my peoples come back
Black, I'm livin' where the nights is jet-black
The fiends fight to get crack, I just max, I dream I can sit back
And lamp like Capone, with drug scripts sewn
Or the legal luxury life, rings flooded with stones, homes
I got so many rhymes, I don't think I'm too sane
Life is parallel to Hell, but I must maintain
And be prosperous, though we live dangerous
Cops could just arrest me, blamin' us; we're held like hostages
It's only right that I was born to use mics
And the stuff that I write is even tougher than dykes
I'm takin' rappers to a new plateau, through rap slow
My rhymin' is a vitamin held without a capsule
The smooth criminal on beat breaks
Never put me in your box if your shit eats tapes
The city never sleeps, full of villains and creeps
That's where I learned to do my hustle, had to scuffle with freaks
I'm a addict for sneakers, 20s of Buddha and bitches with beepers
In the streets I can greet ya, about blunts I teach ya
Inhale deep like the words of my breath
I never sleep, 'cause sleep is the cousin of death
I lay puzzled as I backtrack to earlier times
Nothing's equivalent to the New York state of mind

New York state of mind
New York state of mind
New York state of mind
New York state of mind

""Nasty Nas—""",76561199556292364,Positive
170522512,620,Good Game 👍,76561198447167551,Positive
83749492,550,Fcuking bugged dreq game this piece of human crap,76561198381393590,Negative
157210872,570,"Very toxic community, and the banning bot system is severely undercoded, underfunded, and quite retarded. CoMpEtItIvE.",76561198047117798,Negative
171045554,730,e de cacat,76561199486532841,Negative
16257893,340,wat,76561197982356894,Positive
135500580,240,asdsafds,76561199446141627,Positive
161530938,570,lol,76561198388047588,Negative
70638659,130,"Little, but not bad DLC for Half-Life",76561198943725591,Positive
169111003,730,"CS2 ruined everything. When it was CS:GO I had zero problems with the game, since changing to CS2 I crash an average of 3 times a game. That is not an exaggeration. I tried verifying and nothing would happen. I tried reinstalling and nothing would happen. Had to purge all existing CS files, it reinstalled. Still crashes multiple times per game. GARBAGE.",76561198083966136,Negative
121849342,570,"Completely unintuitive, annoying and tiring. Worst matchmaking I have ever experienced.",76561198797609447,Negative
166839558,440,"Just, please fix the issues whenever you finish deadlock or whatever that new game is.",76561199105553020,Negative
157602506,280,bad,76561199104972720,Negative
156071078,420,no FUCKING sex >:(,76561199115712222,Negative
166417568,730,once they fix cheaters or if they fix cheaters this is the best shooter ever made,76561198097771467,Negative
100076896,420,Fuck the grub achievement,76561198180002095,Negative
137924080,30,Enjoyable game.,76561198449557084,Positive
118477279,10,Mi primeraaaa chambaaaaa!!!,76561198054881758,Positive
92516573,130,"short and simple, but still enjoyable as opposing force and the original half life",76561198140912620,Positive
180708918,1313,"wonderfully charming 90s cheese, only dragged down slightly by some questionable level design choices. lovely little game.",76561198411444209,Positive
181983008,550,so good!!! i loove left 4 dead!!!!,76561198209349768,Positive
138428322,570,"Меня отъехали, трахнули, выебали",76561199139040867,Negative
110003522,70, hgbfvcx very good games,76561199047830486,Negative
130495877,570,Because matchmaking is awful!!!,76561199138890760,Negative
160316721,1930,Two Worlds is a great alternative to The Elder Scrolls games. Two Worlds definitely doesn't feel as smooth as TES but definitely has a uniqueness that makes the game so fun to play.,76561198144912117,Positive
142618880,570,"The game is great as long as you don't have to play with Peruvians in your team. It doesn't matter your ELO, that kind of people are the worst.",76561198262798638,Negative
176076861,620,"---{ Graphics }---
☐ You forget what reality is
☑ Beautiful
☐ Good
☐ Decent
☐ Bad
☐ Don‘t look too long at it
☐ MS-DOS

---{ Gameplay }---
☑ Very good
☐ Good
☐ It's just gameplay
☐ Mehh
☐ Watch paint dry instead
☐ Just don't

---{ Audio }---
☐ Eargasm
☑ Very good
☐ Good
☐ Not too bad
☐ Bad
☐ I'm now deaf

---{ Audience }---
☑ Kids
☑ Teens
☑ Adults
☑ Grandma

---{ PC Requirements }---
☐ Check if you can run paint
☑ Potato
☐ Decent
☐ Fast
☐ Rich boi
☐ Ask NASA if they have a spare computer

---{ Difficulty }---
☐ Just press 'W'
☐ Easy
☑ Easy to learn / Hard to master
☐ Significant brain usage
☐ Difficult
☐ Dark Souls

---{ Grind }---
☐ Nothing to grind
☐ Only if u care about leaderboards/ranks
☐ Isn't necessary to progress
☑ Average grind level
☐ Too much grind
☐ You'll need a second live for grinding

---{ Story }---
☐ No Story
☐ Some lore
☐ Average
☐ Good
☑ Lovely
☐ It'll replace your life

---{ Game Time }---
☐ Long enough for a cup of coffee
☐ Short
☑ Average
☐ Long
☐ To infinity and beyond

---{ Price }---
☐ It's free!
☑ Worth the price
☐ If it's on sale
☐ If u have some spare money left
☐ Not recommended
☐ You could also just burn your money

---{ Bugs }---
☐ Never heard of
☑ Minor bugs
☐ Can get annoying
☐ ARK: Survival Evolved
☐ The game itself is a big terrarium for bugs

---{ ? / 10 }---
☐ 1
☐ 2
☐ 3
☐ 4
☐ 5
☐ 6
☐ 7
☐ 8
☐ 9
☑ 10",76561198353957657,Positive
170817952,730,l,76561199231561813,Negative
94975260,130,not even working,76561199182967436,Negative
179658909,730,This game gave me aids,76561199104974712,Negative
52648185,10,Why are you looking at this? Go buy CS Go you weirdo.,76561197969936207,Negative
166700439,440,"Valve, c'mon and fix your game. It's been left in this state for far too long and now is the time to fix it. We're not gonna take another ""We see you TF2 fans and we're working on the issues,"" again. Do better.",76561199434326444,Negative
122218539,340,"Cut content from the Highway 17 chapter in Half-Life 2 (Highway 17's development name was ""Coast"", hence the name ""Lost Coast""). Made to show off High Dynamic Range lighting, and served as a testbed for Valve's commentary system.",76561198040450878,Positive
170473850,730,You will find less cheaters on Tinder,76561198839811497,Negative
157212251,10,"""Counter-Strike 1.6"" є класичною грою, яка визначила жанр стрільби від першої особи (FPS) і вплинула на покоління геймерів. Зараз, незважаючи на своє вікно, гра залишається вельми популярною та виглядає як символ в історії відеоігор.

Однією з основних переваг ""Counter-Strike 1.6"" є його геймплей, який поєднує в собі простоту та стратегічну глибину. Збалансована система зброї, реалістична фізика та картинка гри дозволяють гравцям відчувати глибокий іммерсивний досвід. Величезна кількість карт та режимів гри забезпечує різноманітність, завдяки чому кожен поєдинок виглядає як унікальне пригода.

Мультіплеєр - справжня сила гри, адже ""Counter-Strike 1.6"" створений для командної гри. Співпраця та координація важливі для досягнення успіху, що робить гру особливо захоплюючою для тих, хто цінує стратегічний підхід.

Гра також вражає своєю витриманістю та стійкістю. Навіть після багатьох років, вона зберігає свою активність в онлайн-спільноті, завдяки чому новачки можуть насолоджуватися грою разом із ветеранами.

Однак, з часом, гра втратила у своїй графіці в порівнянні з більш сучасними FPS. На сьогоднішній день деякі аспекти гри можуть здатися застарілими, але вони все ще мають свою чарівність і можуть привертати гравців з усього світу.

У підсумку, ""Counter-Strike 1.6"" - це не просто гра, а легенда, яка залишається невід'ємною частиною історії відеоігор. Для тих, хто цінує класику та глибокий геймплей, вона залишається важливим етапом в світі відомих ігор.",76561198816179244,Positive
161501388,570,"shgaa2
",76561198341307795,Negative
158648419,10,"very good
",76561199638508438,Positive
116858838,300,"gtood
",76561199071613575,Positive
154805638,240,game is shid :(,76561198930567493,Positive
161957328,550,pepole online say stuff like bad words and inappropriate things so i dont like this game so much but its still a bit fun you can play with freinds and faimly or by your self but i dont really like this game,76561199407926307,Negative
166709174,440,#Fixtf2 Help Us bring back your beloved game!,76561198080725284,Negative
18668575,80,"when i got this game for 10.00 dollars i thought it would be good. But nope, when i run  it all it does is go to a black  screen and plays crappy music. I don not reccomend this game
",76561198255581046,Negative
24956682,1520,"Not single player? Pass. By the way, I played through the tutorial and forgot to close the game when I alt-tabbed. So that's why it shows 9 hrs played.",76561198179372866,Negative
175712924,550,Game,76561198237956438,Positive
178151097,730,ass,76561199466070032,Negative
172728052,620,"Perfectly made game, wish there was another!",76561198025229370,Positive
79350524,1930,"This is easily one of the worst games I've ever played. I don't get how people prefer this one over Two Wolds 2 (which I haven't played yet, but looks superior in every aspect),
The story is bad and told poorly. It's similar to the story of Risen, but executed way worse.

The sidequests are there, but they are not interesting. I did a few and all of them feel hearless made. What happend during the production? 
""We need sidequests!""
""Oh, I know one! Chase a thief into a cave. Then he tells you to kill all the skeletons in the cave.""
""Brilliant! Let's place the skeletons all into one room.""

The world feels like a bad rip off somewhere between the Risen world and world of TES4. But it's empty. From time to time you encounter a bear, wolves or bandits. That's it.",76561198112673035,Negative
144112207,1840,it crashed the first time i loaded a map,76561199014608640,Negative
139026931,240,VERY GOOD AS ALL WAYS,76561199235536774,Positive
178878336,550,#1 game in america it stresses me out the boomer is disgsuting and makes me feel claustrophobic unlike l4d1 it does not relax me it gives me anxiety (in a good fun way this game was not intended to soothe i love teamwork though yay :D ),76561199291772416,Positive
42433351,360,"It's a shame this game isn't played actively.
I've played it a few times, and I still have no clue what it's about in half of the maps. But I mean, as I'm new to the game, that's to be expected.
Some of the maps are really cozy and people aren't even really fighting, Guessing they're just taking a trip down memory lane.
I was hoping to make a normal review about this game, but in the state it is now that's pretty much impossible.
If this game for whatever weird reason takes off at some point of time, I might update this review then.
The gameplay feels like HL1, nothing odd about that. When you actually find a server with people playing in it, it's actually not hard to keep up if you're used to FPS games.
A very basic deathmatch game. Very basic.

Overall 3/10. A good deathmatch shooter for its time, I'm sure about that. However, by todays' standards, not a good game. That's why it isn't played.",76561198116137351,Negative
181709191,730,nice,76561199804926667,Positive
167224636,730, the community of the game is cringe and toxic,76561198415389222,Negative
153331520,620,"Favourite game of a friend and I played the first one years ago so I thought I'd try it. I found it incredibly frustrating to play as each chapter was just another large space with directions to 'figure it out'. Game mechanics are a lot of fun, but I'll never replay or recommend it.",76561198141592830,Negative
38232481,80,"[b]Intro[/b]
Note: This is a review of the Deleted Scenes campaign only. The content/replayability score does take in other modes however.

[b]The Great:[/b]
++N/A

[b]The Good:[/b]
+Sound design's actually somewhat decent with some really punchy weapon effects and half-decent environmental effects
+There's something oddly enjoyable about Gold Source's engine despite its annoying quirks. I honestly can't put my finger on it, but I'm sure plenty of people can relate.
+There's some bonus levels outside of the campaign
+The combat isn't totally without its' merits

[b]The Okay/Not Too Big of a Deal:[/b]
+-The devs actually managed to do some impressive things with the engine. Animating dead bodies to look like true ragdoll as in other games for one, and animating crumpling paper and crushing boxes for some more. I don't know how they managed to do some of it on the engine, but it actually does a good job of mimicking
real physics. It absolutely doesn't save this game's presentation, though.
-+The voice acting isn't the worst thing in the world but it's certainly not good, and the phony accents don't help

[b]The Bad:[/b]
-If you're below 25 health, all you can really do is pray to the RNG gods that both the enemy will decide to miss you and that your weapons will be accurate, which aren't often the case. So sometimes you'll go around a corner and die over and over until you get lucky and the enemies decide to miss and your bullets
decide to hit where you're aiming.
-Hit detection is awful, and I know I'm not mistaking it for inaccurate weaponry
-Reload animations are annoyingly long
-Movement is as slippery as Half-Life's, but much slower. Given how many thin ledges and platforming is required from you, I have to wonder who thought giving the character roller-skates was a good idea.
-The campaign is very short. Under 4 hours even on Hard. There are some bonus maps, however.
-Enemy placement is BS sometimes, but especially on the last level
-There is no story. There are settings and objectives for each level, but they're totally self-contained.
-It's barely a challenge for at least half the game, but then the enemy placements get more annoying and it starts kicking your butt some more
-Music's forgettable
-The stealth sections work about as well as you'd expect on this engine. Thankfully, they're rare and cheese-able.
-There's a really annoying glitch where loading a save makes you fire automatically until you press the fire button yourself. It got me killed many times.
-The FOV is too small and can't be changed

[b]The Horrible:[/b]
--This game came out in 2004... two thousand and fucking four. Yet, it barely looks better than the original Half-Life, which ALREADY looked out of date 6 years ago! To compare this game visually to Half-Life 2, Doom 3, Thief Deadly Shadows, or, you know, ANY game released in 2004, is like comparing the U.S. healthcare
to any other first-world country -- it's nothing but a laughing stock.
--Counter-Strike's trademark nonsensical, ridiculous recoil system made playing this more and more annoying. It's often up to RNG as to whether you'll actually hit anything thanks to random weapon spread mixed with strong recoil. Sometimes you can get two easy headshots without a problem, and sometimes you'll miss
even with your crosshair clearly right on their head and even shots point blank at their body. It's just absurd.
--Incredibly repetitive. Shoot similar types of braindead enemies over and over while planting a bomb or pulling out a gadget every now and then.

Sound: 5.5/10
Graphics: 2/10
Gameplay: 4/10
Content/Replayability: 8/10
Overall: 4.5/10

[b]Conclusion[/b]
Not a dreadful experience, but I can't recommend it. Good for a nostalgia trip if you played this at the time, or just to kill a few hours, but that's about it. I'm sure you have better things to do and games to waste your life on. I don't, that's why I bothered to finish it.",76561198037347067,Negative
164111125,730,"Game should've been released separately instead of literally replacing CSGO. Been almost a year and still no cobblestone, train, cache or just a new operation and not to mention it being filled to the brim with cheaters.",76561198007434790,Negative
178925889,1200,"shot a guy in the chest with a sniper, did nothing. Old Garbage.",76561198084911213,Negative
148182772,10,BEST VIDEO GAME OF ALL TIME,76561198133562110,Positive
177870998,730,"First thing I would like to say. This game and community is awful. I am so sick of the disgusting and cowardly way people talk to each other on the internet. Game is terrible because all of the gun play is luck based, there are no killcams, and the anti-cheat is awful. Sadly this game is not the only one to be on a decline. Online gaming as a whole is rapidly becoming a vat for sweaty nerds and chronically online losers. 500 hours over a year and a half and it took me this long to stop playing. Reconsider if you're planning on installing.",76561199125393304,Negative
170665413,240,Good game to train your skills on bots if you have a Low-End PC,76561199243473799,Positive
34608154,220,It's not Half-Life 3 :(,76561198067871844,Negative
65466724,10,"Fucking black screen no matter what I do! The game functions because I can hear sounds when the cursors moves over the menu on the bottom left corner, but screen is black. I've tried all the solutions, reinstalled my graphics driver and still....nothing works. black screen at startup.",76561197977825215,Negative
64066741,220,Total ripoff of Half-Life 1,76561197960419875,Negative
172590716,620,Top game,76561199444973181,Positive
170158336,730,"Why not ban people who abandon games? you getting hit with a 5 min q ban ain't it. also if you don't have prime i wouldn't even touch this game, unless you like hacking",76561198371052458,Negative
178565631,420,"Goated
",76561198053824950,Positive
17818153,60,Empty servers ! But when you find one with players it's still boring ...,76561198073854241,Negative
170508393,620,no cake :(,76561199061473221,Positive
175592808,620,Best game I ever played. Everyone should at least play trough singleplayer and if possible the coop. 10/10,76561199095590346,Positive
166674515,440,"Yeah this game is full of bots its nearly unplayable at this point. The player count is wrong nearly %70 of the player count is bots, there are aimbots that will oneshot you and will kick you out of the game if they are able to.",76561199087948975,Negative
166857183,440,"SIGN THE PETITION: https://save.tf/
#fixtf2
",76561198988837114,Negative
168250061,620,the good game,76561199246455451,Positive
166717389,440,bots begone,76561198051816527,Negative
29419786,550,bad,76561198265909715,Negative
165954330,570,Dog game,76561198110377415,Negative
167501314,620,this game will boost your IQ,76561198821101093,Positive
181990984,730,good game,76561199185352685,Positive
179292014,40,"I PAYED FOR THE GAME ? why no scores ? i  SPENT OVER $100.00 ? ON ALL OF THE  HALF LIFE, DOTH GAMES ? I'VE PLAYED OVER I HOUR AND A HALF ? WHAT""S UP? NO DISCORD ? i GIVE YOU TONS OF GBS. PI. Thank You, pie.",76561198398862530,Positive
181704151,730,"csgo was better
",76561198135060962,Negative
105978002,400,1/10 The cake was not a lie.,76561198976586958,Negative
154770164,130,good but why does barney have a chumtoad in his locker,76561199199648575,Positive
149176482,240,Way better than CS:GO or CS2 lol,76561199473272352,Positive
180842037,730,goos game,76561199468820348,Positive
29576603,300,the transition from the p90 to the thompson was next to flawless,76561198042441838,Positive
150366354,10,"the og, the best in the series.",76561198044160560,Positive
180517084,550,ae,76561198422249223,Positive
34080870,300,Battlefield 1 for poor people,76561198167227783,Positive
166834487,440,please fix the bot problem . this game shouldn't end like this its a core memory for many people #fixtf2,76561198134196353,Negative
155071669,280,"Got a cat here. Friends passing by can touch her and click Like to pet her once. Award for good luck, Take My Points for infinite pets :)
⠀⠀⠀⠀⠀⠀⠀⠀⠀ ＿＿
　　　　　／＞　　フ
　　　　　| 　_　 _ l
　 　　　／` ミ＿xノ
　　 　 /　　　 　 |
　　　 /　 ヽ　　 ﾉ
　 　 │　　|　|　|
　／￣|　　 |　|　|
　| (￣ヽ＿_ヽ_)__)
　＼二つ",76561198870998950,Positive
178282874,280,"good
",76561199378468218,Positive
143376013,570,"time vortex but teaches you things sometimes 
",76561198112053535,Negative
269960,130,omg this game takes me back to good times but now it's like $1 and looks like blocks back then it was $60 and looked like real life you play as barney carlhoon hes a securtiy officer in black meser its your job to do your job but watch out because here come the aliens,76561197967217827,Positive
148759424,570,"keeps on disconnecting and suddenly crashing mid game. Still CRASHIIIING!!!!!
",76561199131004571,Negative
150468865,1840,this app is ass.,76561199231828342,Negative
167372769,730,"[table]
[tr]
[td][h1][i]⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀♫ LE SERRAFIM: 'Perfect Night' ♫⠀⠀⠀⠀[/i][/h1]
[h1]───────⚪───────────────────────────────────[/h1]
⠀▐▐ ⠀►▏ ⠀⠀──○─ 🔊 ⠀₁:₂₅ / ₃:₅₀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ᴴᴰ⚙ ❐ ⊏⊐[/td]


https://www.youtube.com/watch?v=OkYj93iDQyI",76561198112449782,Negative
2539967,340,it's just ment to be a test for your computer but it is still kind of cool,76561198008999774,Positive
179813319,730,cheating,76561199429557858,Negative
69080140,220,I can’t... I JUST CANT believe that half life is gettig away with stealing gmods models and stuff. It astonishes me that you stole directly from a masterpiece and slapped it on your own game. I can’t anymore. 1/10 because the story is okay... Definetly regret buying this.........,76561198055061940,Negative
167701741,440,BOYCOTT THIS GAME,76561197994642261,Negative
54994087,400,The SHITTIEST game I've EVER played. IT IS EXCESSIVELY OVERLY OVERRATED.,76561198192108821,Negative
179170821,550,Fun Game with friends,76561199112510701,Positive
119641230,30,da,76561198921150051,Positive
166828847,440,fix tf2,76561198999571812,Negative
141033021,300,best place to learn german and russian,76561198838367695,Positive
259219,630,Awesome free co-op game!,76561197966880151,Positive
169832783,620,She turns into a potato! Funniest shit I've ever seen.,76561198200847613,Positive
16948141,1250,Straight Pay to Win,76561198055738328,Negative
66974107,280,"Not a very good alternative to the original Gold-Src version of Half-Life, I don't recommend that anyone plays this. It's full of bugs.",76561198371892946,Negative
167376899,570,"15k hours played, game still mid",76561198074578639,Negative
166873116,440,lmao broken game,76561198193784489,Negative
47175479,30,Old but ok,76561198092486626,Positive
87857760,550,"Falsely advertised as remote play together. Spend ages trying to work out how to do it, only for nothing to work.",76561198321978461,Negative
5237765,280,I mean it's Half-Life. If you don't like the dated graphics play Black Mesa.,76561198046808398,Positive
159655215,570,dck,76561199423008461,Negative
140876972,570,game still bad,76561198303675290,Negative
146488615,320,Friends throwing toilets at each other at LAN parties is where HL2DM is at.,76561197968622274,Positive
172298297,620,The most classic of classics! So many community made levels make it basically an endless game,76561198000688431,Positive
83458684,220,i have encountered several lighting glitches in black mesa east and ravenholm so i recommend you try a mod for this game called half life 2: update,76561199052221830,Negative
11845556,630,"good game, but pls more weapons, levels (and marines)",76561198094562083,Positive
94450628,1840,"remade my assassination in a full animation, too bad it crashed and i lost all of my progress",76561198849261133,Negative
39484316,40,󠀡,76561197960373660,Positive
165700152,570,"A very bad game because of its community and Valve's indifference. They promised that they would resist the patch for variables in the game, and as a result, 2 recent arcana and a maze are released, but then why promise something if you don't follow through?And one more thing, I hate this game because of the 50% system and don't say it doesn't exist, it's 100% proven, I play 5 games = win, I play 5 games = lose and it's not because of my skills, I play well but I just get thrown by the worst players and it's always like that.",76561199389810115,Negative
